time , .header.id , .header.msg_type , .header.port_addr , .header.length , .header.sequence , .header.idle_time , .header.time_status , .header.gps_week , .header.gps_week_seconds , .header.receiver_status , .header.reserved , .header.software_version , .ins_status , .position_type , .latitude , .longitude , .altitude , .undulation , .north_velocity , .east_velocity , .up_velocity , .roll , .pitch , .azimuth , .latitude_std , .longitude_std , .altitude_std , .north_velocity_std , .east_velocity_std , .up_velocity_std , .roll_std , .pitch_std , .azimuth_std , .extended_status , .seconds_since_update
1606899872804429470 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909440 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166504 , 116.328144398 , 50.3517200444 , -9.69999980927 , -0.00105325032486 , 0.0240206745185 , 0.00160670873678 , -0.418230266469 , 1.4537995003 , 356.210720716 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872807795944 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909460 , 33556480 , 18205 , 15990 , 3 , 56 , 40.00661665 , 116.328144399 , 50.3517916836 , -9.69999980927 , 0.000207546545049 , 0.0238385560773 , -0.00310191574231 , -0.420297719044 , 1.45457459295 , 356.2097964 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872864033682 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909480 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166493 , 116.3281444 , 50.3520143665 , -9.69999980927 , -0.000757695823353 , 0.0238541227653 , 0.00243593699939 , -0.419090640852 , 1.45573194971 , 356.210555606 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872864063653 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909500 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166488 , 116.328144402 , 50.3520875508 , -9.69999980927 , -0.000899484914978 , 0.0227585211087 , -0.00314617742884 , -0.420182220721 , 1.45549094422 , 356.210106837 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872864068675 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909520 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166481 , 116.328144402 , 50.3523075813 , -9.69999980927 , -0.000121954110979 , 0.0232319419246 , 0.00226170120687 , -0.420224721917 , 1.45569991163 , 356.210285558 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872893469572 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909540 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166478 , 116.328144404 , 50.3523829598 , -9.69999980927 , 0.000398859749947 , 0.0236076674154 , -0.00290067967839 , -0.422301424055 , 1.45602537576 , 356.209915688 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872928405796 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909560 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166472 , 116.328144404 , 50.3526023459 , -9.69999980927 , 0.000252772106377 , 0.0222631699632 , 0.00250851502506 , -0.422364960716 , 1.45754268018 , 356.2105047 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899872988652057 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909580 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166469 , 116.328144406 , 50.3526924253 , -9.69999980927 , 0.000223571453989 , 0.0238133956525 , -0.00212101239936 , -0.424621694358 , 1.45704516786 , 356.209194473 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899873011122386 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909600 , 33556480 , 18205 , 15990 , 3 , 56 , 40.0066166463 , 116.328144406 , 50.3529050928 , -9.69999980927 , -0.000450004323424 , 0.0233393584834 , 0.00258011322068 , -0.423651293808 , 1.4571374047 , 356.209305881 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
1606899873048489211 , 1465 , 0 , 160 , 126 , 0 , 68 , 180 , 2134 , 101909620 , 33556480 , 18205 , 15990 , 3 , 56 , 40.006616646 , 116.328144408 , 50.3529924136 , -9.69999980927 , 0.000745194802995 , 0.0233237657059 , -0.00243685958565 , -0.425340672351 , 1.45613675425 , 356.208608541 , 0.0387284494936 , 0.0387253202498 , 0.035627245903 , 0.0232077371329 , 0.0231967680156 , 0.0143194673583 , 0.040473267436 , 0.0405036099255 , 0.109483957291 , 251658305 , 0
