time, .header.id, .header.msg_type, .header.port_addr, .header.length, .header.sequence, .header.idle_time, .header.time_status, .header.gps_week, .header.gps_week_seconds, .header.receiver_status, .header.reserved, .header.software_version, .ins_status, .position_type, .latitude, .longitude, .altitude, .undulation, .north_velocity, .east_velocity, .up_velocity, .roll, .pitch, .azimuth, .latitude_std, .longitude_std, .altitude_std, .north_velocity_std, .east_velocity_std, .up_velocity_std, .roll_std, .pitch_std, .azimuth_std, .extended_status, .seconds_since_update
1637149246192482611, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656440, 33554432, 18205, 15990, 3, 56, 40.0067143615, 116.328223019, 50.3769498048, -9.69999980927, 0.0012603273596, -0.000226964576519, -0.000448726602346, -0.584085262835, 1.48431052518, 180.813588412, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246192534799, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656460, 33554432, 18205, 15990, 3, 56, 40.0067143616, 116.328223019, 50.3769428423, -9.69999980927, 0.000929027925634, 0.00551812650687, -0.000922086573973, -0.58279068305, 1.48370729543, 180.812738313, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246192552269, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656480, 33554432, 18205, 15990, 3, 56, 40.0067143617, 116.32822302, 50.3769111037, -9.69999980927, 0.000862205523636, 0.00146870120606, -0.000615827619626, -0.585555245693, 1.48377195915, 180.812967727, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246210212377, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656500, 33554432, 18205, 15990, 3, 56, 40.0067143616, 116.32822302, 50.3769150805, -9.69999980927, -0.000297367719414, 0.00314474932587, -0.000101932726901, -0.583129837611, 1.48397858474, 180.812907868, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246232070518, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656520, 33554432, 18205, 15990, 3, 56, 40.0067143618, 116.32822302, 50.3768892428, -9.69999980927, 0.000856489125601, 0.00186667842051, -0.000472147836814, -0.584462672216, 1.4839453686, 180.814148941, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246249971056, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656540, 33554432, 18205, 15990, 3, 56, 40.0067143617, 116.32822302, 50.3768988466, -9.69999980927, -0.000677864386165, 0.00270313841348, 0.000293521433314, -0.583586466336, 1.48363884567, 180.813487617, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246273062194, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656560, 33554432, 18205, 15990, 3, 56, 40.0067143616, 116.32822302, 50.3768810444, -9.69999980927, -0.00055208886289, -9.93045018752e-05, -8.38022538535e-05, -0.584385296317, 1.48299091789, 180.814340525, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246290324940, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656580, 33554432, 18205, 15990, 3, 56, 40.0067143615, 116.32822302, 50.3768842323, -9.69999980927, -0.000108790573554, 0.00365745294753, -0.000250188161898, -0.584135186225, 1.48219564526, 180.813376712, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246310862270, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656600, 33554432, 18205, 15990, 3, 56, 40.0067143616, 116.32822302, 50.3768547373, -9.69999980927, 0.0009514013634, -0.00166005499974, -0.00087818864416, -0.585328597504, 1.4824431472, 180.813532357, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246329882097, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656620, 33554432, 18205, 15990, 3, 56, 40.0067143615, 116.32822302, 50.3768611541, -9.69999980927, -0.000282047198557, 0.00288691322567, 5.44953032162e-05, -0.583399076064, 1.48170284242, 180.812876627, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246351354992, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656640, 33554432, 18205, 15990, 3, 56, 40.0067143617, 116.32822302, 50.3768166415, -9.69999980927, 0.00101803314864, -0.000142187746308, -0.00193808449695, -0.585685042525, 1.48271761204, 180.812371564, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246371086124, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656660, 33554432, 18205, 15990, 3, 56, 40.0067143617, 116.328223019, 50.3768192232, -9.69999980927, 0.000523763090963, 0.000886201686825, -0.000237212838689, -0.581888999392, 1.48237797106, 180.812346671, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
1637149246389679826, 1465, 0, 160, 126, 0, 63, 180, 2183, 269656680, 33554432, 18205, 15990, 3, 56, 40.006714362, 116.328223019, 50.3767613359, -9.69999980927, 0.00239956386404, 0.00160508218135, -0.00287978501979, -0.582517115517, 1.48290194304, 180.812590704, 0.0171175766736, 0.0170183312148, 0.0177868958563, 0.00127527338918, 0.00127527164295, 0.00112396548502, 0.0128002306446, 0.0128527926281, 0.129183933139, 251658309, 0
