time, .header.seq, .header.stamp.secs, .header.stamp.nsecs, .header.frame_id, .orientation.x, .orientation.y, .orientation.z, .orientation.w, .orientation_covariance, .angular_velocity.x, .angular_velocity.y, .angular_velocity.z, .angular_velocity_covariance, .linear_acceleration.x, .linear_acceleration.y, .linear_acceleration.z, .linear_acceleration_covariance
1604566970180466738, 41178, 1604566970, 180387020, base_link, 0.0100418760961, -0.00659749167724, -0.127687474737, 0.991741671315, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.000762287885404, 0.00656658279897, 0.0334574965183, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.217673641672, 0.351004582054, 0.0209664549088, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970200656517, 41179, 1604566970, 200552940, base_link, 0.0100418760961, -0.00659749167724, -0.127687474737, 0.991741671315, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", -0.00105134905388, 0.00634242067092, 0.0209832341975, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.109800820989, 0.287927389888, 0.261714637526, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970219889076, 41180, 1604566970, 219801902, base_link, 0.0100149488132, -0.00648718424922, -0.127421159894, 0.991776923129, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", -0.0041396539671, 0.0138897413316, 0.0332392852652, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.350680642239, 0.0891120957828, 0.167035367614, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970241277865, 41181, 1604566970, 241168975, base_link, 0.00997556156669, -0.00646152420276, -0.127293579193, 0.991793870506, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", -0.00520584255569, 0.00550756018471, 0.0207126428138, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.0528851859434, 0.27726525057, -0.0137040215565, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970259488706, 41182, 1604566970, 259394884, base_link, 0.00995146027544, -0.00646080073681, -0.127169396613, 0.991810047871, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", -0.00722661176612, 0.00431228019923, 0.0309041079214, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.805480275248, 0.222179301028, 0.366368554669, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970280054042, 41183, 1604566970, 279927015, base_link, 0.00995146027544, -0.00646080073681, -0.127169396613, 0.991810047871, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", -0.00433762325682, -0.00253106207436, 0.0205487075618, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.005753614402, 0.0201535233021, -0.339381947838, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970300614299, 41184, 1604566970, 300091981, base_link, 0.0099262567107, -0.00648139465056, -0.127038607625, 0.991826927001, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", -0.000775476914663, -0.00601168575987, 0.0295449930181, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.741846169347, 0.0958554310371, 0.111303275456, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970320212015, 41185, 1604566970, 318871974, base_link, 0.00993342058417, -0.00652625625059, -0.126925521161, 0.991841039286, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 4.47467429754e-05, -0.00607940795503, 0.0206209976285, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.0578162323044, -0.0242033178421, -0.333564756728, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970339510304, 41186, 1604566970, 339339971, base_link, 0.0099287539384, -0.00665716445203, -0.126645765724, 0.991875976133, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.00162822329105, -0.0153930916187, 0.033227359927, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.749315910556, 0.355301699542, -0.0789680199201, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970360312499, 41187, 1604566970, 360213994, base_link, 0.00993242055701, -0.00676362977788, -0.126496471318, 0.991894270111, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.00268479207829, -0.0145413661867, 0.0236424838905, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.308646798773, 0.334326270194, -0.120304770411, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970379707188, 41188, 1604566970, 379594087, base_link, 0.00992728099583, -0.00688104444096, -0.126337504588, 0.991913774102, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.00299801912367, -0.0269001520556, 0.0365307876317, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.0889176759877, 0.299965380992, -0.201550155973, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970400705491, 41189, 1604566970, 400543928, base_link, 0.00996297666846, -0.00692624584498, -0.126154926958, 0.991936338995, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.0044249456185, -0.0105963451788, 0.0280643904737, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.161824404168, 0.136056199125, -0.0454481577032, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970420197247, 41190, 1604566970, 420109033, base_link, 0.0100080986965, -0.00697094861023, -0.125950253803, 0.991961580608, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.0107353589042, -0.0115171639922, 0.0458229535732, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.409956499823, 0.292065065157, -0.490720842987, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970440468833, 41191, 1604566970, 440360069, base_link, 0.0100667707438, -0.00700696613484, -0.125747923474, 0.991986402273, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.00917995491658, -0.00446507684664, 0.0326020434734, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.256673143035, 0.19278316047, 0.16047795941, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970459515745, 41192, 1604566970, 459429025, base_link, 0.0101098360237, -0.0070475937031, -0.125503465236, 0.992016634363, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.0128621681786, -0.00817903176951, 0.053744609858, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.552138399904, 0.391588751945, -0.43341358491, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970479625522, 41193, 1604566970, 479525089, base_link, 0.0101784516502, -0.00708090227252, -0.125280055407, 0.992043934341, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.0102988837725, -0.00343782053666, 0.0368285257407, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.189895507799, 0.279831168335, 0.150771094766, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970500543933, 41194, 1604566970, 500401020, base_link, 0.0102446143307, -0.00710388669635, -0.125029112811, 0.992074746993, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.0161585724548, -0.00483100971037, 0.0579923094285, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", 0.114168574244, 0.405886999946, -0.29943837477, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970520096588, 41195, 1604566970, 520019054, base_link, 0.0102935186814, -0.0071584142675, -0.124797170365, 0.992103052534, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.00959055787595, -0.00471972333257, 0.037880210832, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.255689870237, 0.199517115586, 0.0689670564651, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
1604566970539849021, 41196, 1604566970, 539766073, base_link, 0.0103626453498, -0.00719817022604, -0.124563005008, 0.992131472996, "(0.0027887814330915944, 0.0, 0.0, 0.0, 0.0025135587213620525, 0.0, 0.0, 0.0, 0.005861298690805816)", 0.0164576972439, -0.00742066531754, 0.0566320474936, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)", -0.186604830411, 0.404344066911, -0.100972732494, "(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
